HC63,HC64,HC70,HC71,HC72,HC73,V238,M11,M13,M45,M55,M62
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
999,99,-146,-207,-177,-171,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,4,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,5,1,1,1
25,2,-116,-114,-75,-63,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
58,2,-221,-34,97,132,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,0,0,1
38,2,-74,-76,-14,-6,0,203,6,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,1,168,157,102,77,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
35,3,-309,-229,-73,-26,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,9,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,4,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,1,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,5,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,2,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
30,3,-372,193,9996,9998,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
38,2,-74,-76,-14,-6,0,202,3,1,0,1
